,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat
14864,4,8,2060,0,1968-01-01,1970-01-01,98008,47.6378
14865,3,10,3720,0,2003-01-01,1970-01-01,98040,47.5699
14866,3,8,3002,0,2004-01-01,1970-01-01,98055,47.4231
14867,5,6,1060,0,1970-01-01,1970-01-01,98042,47.3636
14868,4,7,1060,770,1966-01-01,1970-01-01,98059,47.4826
14869,4,6,1550,0,1958-01-01,1970-01-01,98059,47.4873
14870,3,8,1690,0,1979-01-01,1970-01-01,98052,47.6332
14871,4,7,1290,1290,1951-01-01,1970-01-01,98006,47.5646
14872,4,7,1490,1020,1977-01-01,1970-01-01,98034,47.7212
14873,4,8,1290,0,1987-01-01,1970-01-01,98112,47.6229
14874,3,7,1450,0,1967-01-01,1970-01-01,98001,47.3375
14875,3,8,2690,0,1993-01-01,1970-01-01,98058,47.4248
14876,3,9,2240,1100,1963-01-01,2000-01-01,98052,47.6677
14877,3,8,2600,0,1991-01-01,1970-01-01,98058,47.4423
14878,3,9,2500,640,2001-01-01,1970-01-01,98052,47.6383
14879,3,9,3800,0,1983-01-01,1970-01-01,98011,47.7741
14880,3,8,1160,1160,1956-01-01,1970-01-01,98178,47.5091
14881,4,7,1440,920,1965-01-01,1970-01-01,98001,47.3417
14882,4,6,1100,0,1960-01-01,1970-01-01,98033,47.7
14883,3,8,1390,0,1990-01-01,1970-01-01,98055,47.4504
14884,3,8,2180,0,1934-01-01,1979-01-01,98034,47.7162
14885,3,8,1730,0,2006-01-01,1970-01-01,98107,47.6692
14886,3,8,1510,1250,1968-01-01,1970-01-01,98155,47.7363
14887,5,7,1620,810,1949-01-01,1970-01-01,98117,47.6971
14888,3,8,2010,0,1953-01-01,1970-01-01,98034,47.7222
14889,4,7,1050,680,1978-01-01,1970-01-01,98042,47.3628
14890,3,8,2450,0,2004-01-01,1970-01-01,98022,47.2215
14891,3,9,3300,0,1998-01-01,1970-01-01,98059,47.5072
14892,4,6,720,0,1947-01-01,1970-01-01,98155,47.7678
14893,3,7,1000,240,1984-01-01,1970-01-01,98074,47.6364
14894,4,8,1650,1400,1962-01-01,1970-01-01,98006,47.5647
14895,4,7,1590,0,1971-01-01,1970-01-01,98022,47.2159
14896,4,7,1020,1020,1949-01-01,1970-01-01,98115,47.6778
14897,3,8,1840,0,2004-01-01,1970-01-01,98031,47.3937
14898,4,8,1960,0,1973-01-01,1970-01-01,98052,47.6349
14899,4,11,4110,0,1978-01-01,1970-01-01,98005,47.6353
14900,3,8,1400,430,1976-01-01,1970-01-01,98072,47.7412
14901,2,6,1330,0,1950-01-01,1970-01-01,98014,47.6624
14902,5,7,1110,1080,1965-01-01,1970-01-01,98052,47.6696
14903,3,9,1410,310,2004-01-01,1970-01-01,98122,47.6187
14904,4,7,1360,350,1918-01-01,1970-01-01,98136,47.5492
14905,4,8,1240,940,1977-01-01,1970-01-01,98116,47.5828
14906,5,7,1180,520,1977-01-01,1970-01-01,98092,47.2874
14907,4,9,2960,0,1978-01-01,1970-01-01,98008,47.6218
14908,3,6,1330,0,1948-01-01,1970-01-01,98188,47.4493
14909,3,8,1940,0,2004-01-01,1970-01-01,98058,47.4583
14910,3,7,1170,330,1989-01-01,1970-01-01,98019,47.7327
14911,4,7,1230,1000,1978-01-01,1970-01-01,98027,47.4754
14912,3,8,1340,360,1985-01-01,1970-01-01,98125,47.7161
14913,4,7,1840,0,1950-01-01,1970-01-01,98177,47.7656
14914,3,8,2100,0,1983-01-01,1970-01-01,98070,47.3668
14915,4,7,1880,700,1901-01-01,1970-01-01,98122,47.6025
14916,3,8,2350,0,1997-01-01,1970-01-01,98042,47.3697
14917,3,6,760,0,1922-01-01,1970-01-01,98107,47.6633
14918,3,9,2440,840,2003-01-01,1970-01-01,98117,47.689
14919,4,6,1020,300,1940-01-01,1970-01-01,98118,47.5515
14920,3,8,1690,0,1973-01-01,2009-01-01,98040,47.58
14921,4,8,1600,460,1976-01-01,1970-01-01,98001,47.2758
14922,5,7,1450,0,1951-01-01,1970-01-01,98108,47.5442
14923,4,9,1840,920,1938-01-01,1970-01-01,98105,47.6591
14924,3,9,2830,0,2001-01-01,1970-01-01,98028,47.7604
14925,3,9,1200,690,2015-01-01,1970-01-01,98199,47.6472
14926,4,9,1660,950,1909-01-01,1970-01-01,98103,47.6701
14927,3,7,1250,650,1967-01-01,1970-01-01,98146,47.4869
14928,3,7,930,0,1952-01-01,1970-01-01,98115,47.6889
14929,4,8,1410,1320,1998-01-01,1970-01-01,98155,47.7733
14930,3,8,2650,0,2013-01-01,1970-01-01,98053,47.6885
14931,3,7,1010,0,1947-01-01,1970-01-01,98136,47.5311
14932,3,9,3550,0,1996-01-01,1970-01-01,98027,47.5499
14933,3,7,1720,410,1959-01-01,1970-01-01,98125,47.7059
14934,3,7,1570,270,1938-01-01,1970-01-01,98030,47.3815
14935,4,6,1320,0,1909-01-01,1970-01-01,98144,47.585
14936,3,7,990,0,1970-01-01,1970-01-01,98034,47.7116
14937,4,6,1020,0,1983-01-01,1970-01-01,98022,47.1958
14938,4,7,1570,0,1960-01-01,1970-01-01,98007,47.5967
14939,4,7,1360,570,1988-01-01,1970-01-01,98030,47.3783
14940,4,11,1910,1850,1969-01-01,1970-01-01,98040,47.5333
14941,3,6,1000,0,1960-01-01,1970-01-01,98019,47.7659
14942,3,8,1930,0,1958-01-01,1970-01-01,98040,47.5747
14943,3,8,1370,870,1929-01-01,1970-01-01,98115,47.6887
14944,4,8,1430,760,1972-01-01,1970-01-01,98006,47.5668
14945,4,8,1760,640,1958-01-01,1970-01-01,98008,47.5861
14946,4,7,1220,750,1968-01-01,1970-01-01,98028,47.7489
14947,3,7,2860,0,1983-01-01,1970-01-01,98058,47.4269
14948,3,8,1220,680,1970-01-01,1970-01-01,98008,47.6394
14949,3,8,2090,0,1997-01-01,1970-01-01,98058,47.4648
14950,3,7,850,0,1986-01-01,1970-01-01,98106,47.5677
14951,3,7,1400,440,2004-01-01,1970-01-01,98106,47.5345
14952,3,6,820,0,1930-01-01,1986-01-01,98042,47.4196
14953,3,11,3270,1100,1990-01-01,1970-01-01,98004,47.582
14954,3,10,2560,630,1994-01-01,1970-01-01,98052,47.6968
14955,4,8,2490,990,1983-01-01,1970-01-01,98075,47.5741
14956,4,7,1690,0,1959-01-01,1970-01-01,98166,47.476
14957,3,8,1650,0,2008-01-01,1970-01-01,98065,47.5173
14958,3,8,2590,0,1985-01-01,1970-01-01,98052,47.6496
14959,3,7,2160,0,1993-01-01,1970-01-01,98001,47.2668
14960,3,9,2500,1000,1994-01-01,1970-01-01,98006,47.5613
14961,3,10,3120,800,1928-01-01,1970-01-01,98144,47.5731
14962,3,8,2190,0,1993-01-01,1970-01-01,98001,47.3535
14963,3,7,1490,400,1907-01-01,1993-01-01,98103,47.6684
14964,3,7,1010,850,1920-01-01,1970-01-01,98105,47.6714
14965,4,7,1160,560,1969-01-01,1970-01-01,98011,47.7368
14966,3,8,1560,1040,1976-01-01,1970-01-01,98115,47.6782
14967,4,7,1570,0,1972-01-01,1970-01-01,98045,47.4866
14968,3,10,3530,0,1997-01-01,1970-01-01,98006,47.5539
14969,3,7,1960,0,1998-01-01,1970-01-01,98092,47.3167
14970,3,7,2230,0,2004-01-01,1970-01-01,98058,47.4386
14971,5,8,1790,930,1928-01-01,1970-01-01,98105,47.6595
14972,5,9,2440,400,1905-01-01,1970-01-01,98112,47.6285
14973,3,7,1260,0,1984-01-01,1970-01-01,98038,47.3602
14974,4,7,1860,0,1967-01-01,1970-01-01,98023,47.3106
14975,5,8,1610,400,1937-01-01,1970-01-01,98199,47.6457
14976,4,7,820,0,1944-01-01,1970-01-01,98126,47.55
14977,3,6,620,600,1905-01-01,1970-01-01,98119,47.6361
14978,4,8,2220,0,1987-01-01,1970-01-01,98027,47.4802
14979,5,7,1720,1140,1924-01-01,1970-01-01,98107,47.6631
14980,3,10,4230,0,1999-01-01,1970-01-01,98006,47.5444
14981,4,6,840,0,1961-01-01,1970-01-01,98023,47.3275
14982,3,9,2290,0,2001-01-01,1970-01-01,98006,47.5443
14983,3,9,2290,0,2001-01-01,1970-01-01,98006,47.5443
14984,3,10,2890,590,2004-01-01,1970-01-01,98092,47.2641
14985,4,8,4100,160,1935-01-01,1970-01-01,98155,47.764
14986,3,7,2230,0,2004-01-01,1970-01-01,98058,47.4388
14987,1,7,3080,0,1900-01-01,1970-01-01,98122,47.6031
14988,3,8,2250,0,2004-01-01,1970-01-01,98075,47.5908
14989,3,9,2280,880,2004-01-01,1970-01-01,98027,47.536
14990,3,7,1770,0,2005-01-01,1970-01-01,98058,47.4648
14991,3,7,2880,0,2006-01-01,1970-01-01,98065,47.5388
14992,3,8,1750,940,1978-01-01,1970-01-01,98029,47.5537
14993,4,6,1730,0,1970-01-01,1970-01-01,98003,47.3467
14994,4,6,1730,0,1970-01-01,1970-01-01,98003,47.3467
14995,3,11,4780,0,1994-01-01,1970-01-01,98077,47.7243
14996,5,7,2540,0,1977-01-01,1970-01-01,98032,47.3754
14997,3,9,2630,0,2006-01-01,1970-01-01,98052,47.6952
14998,3,7,1190,700,1959-01-01,1970-01-01,98188,47.4425
14999,3,7,1220,0,1961-01-01,1970-01-01,98117,47.6957
15000,3,6,710,0,1942-01-01,1970-01-01,98126,47.5155
15001,3,9,1770,1200,1995-01-01,1970-01-01,98074,47.6359
15002,3,9,1770,1200,1995-01-01,1970-01-01,98074,47.6359
15003,3,7,1000,0,1939-01-01,1970-01-01,98115,47.7001
15004,3,7,1030,950,1965-01-01,1970-01-01,98106,47.538
15005,4,8,1920,0,1979-01-01,1970-01-01,98027,47.5616
15006,3,10,2740,0,1988-01-01,1970-01-01,98001,47.319
15007,3,7,1380,360,1973-01-01,1970-01-01,98032,47.3663
15008,3,7,1300,0,1967-01-01,1970-01-01,98034,47.7347
15009,5,9,1930,810,1905-01-01,1970-01-01,98109,47.6343
15010,3,10,2890,1170,1953-01-01,1995-01-01,98199,47.6375
15011,4,9,1840,1650,1958-01-01,1970-01-01,98005,47.5955
15012,4,7,1130,300,1960-01-01,1970-01-01,98007,47.6083
15013,4,7,1110,750,1963-01-01,1970-01-01,98032,47.3792
15014,4,7,1490,630,1976-01-01,1970-01-01,98034,47.7207
15015,3,8,1140,720,1978-01-01,1970-01-01,98023,47.3114
15016,3,6,1430,900,1900-01-01,1970-01-01,98118,47.5585
15017,5,7,990,680,1954-01-01,1970-01-01,98144,47.5898
15018,3,8,1580,550,1979-01-01,1970-01-01,98023,47.3074
15019,3,7,1900,0,1973-01-01,1970-01-01,98034,47.7311
15020,4,5,1170,0,1905-01-01,1970-01-01,98103,47.6574
15021,3,8,980,0,2010-01-01,1970-01-01,98119,47.638
15022,3,11,4670,0,1992-01-01,1970-01-01,98039,47.6183
15023,4,7,1500,1000,1961-01-01,1970-01-01,98032,47.3781
15024,3,8,2020,0,1990-01-01,1970-01-01,98074,47.6247
15025,3,7,1290,0,2004-01-01,1970-01-01,98125,47.7161
15026,3,7,1620,0,1995-01-01,1970-01-01,98045,47.4821
15027,3,8,1360,350,2003-01-01,1970-01-01,98029,47.5477
15028,4,7,1720,0,1968-01-01,1970-01-01,98002,47.2837
15029,3,7,1820,0,1994-01-01,1970-01-01,98003,47.2622
15030,4,6,1130,0,1954-01-01,1970-01-01,98032,47.3733
15031,3,8,3040,0,1966-01-01,1970-01-01,98118,47.5188
15032,3,7,2410,0,1942-01-01,1988-01-01,98155,47.7394
15033,4,9,1660,780,1970-01-01,1970-01-01,98005,47.6401
15034,3,6,600,200,1929-01-01,1970-01-01,98115,47.6979
15035,3,7,1030,0,1954-01-01,1970-01-01,98168,47.473
15036,4,6,940,540,1947-01-01,1970-01-01,98178,47.5045
15037,4,8,1710,0,1966-01-01,1970-01-01,98008,47.623
15038,4,9,2590,860,1925-01-01,1970-01-01,98199,47.6389
15039,3,9,2610,0,2006-01-01,1970-01-01,98125,47.7175
15040,4,4,780,0,1945-01-01,1970-01-01,98058,47.442
15041,3,7,1260,0,1971-01-01,1970-01-01,98034,47.7189
15042,3,9,2240,350,1964-01-01,1970-01-01,98115,47.6774
15043,3,8,1580,0,1993-01-01,1970-01-01,98198,47.3771
15044,3,7,1160,500,1942-01-01,1970-01-01,98105,47.6624
15045,4,8,2120,830,1974-01-01,1970-01-01,98042,47.3845
15046,3,8,1770,470,1900-01-01,2014-01-01,98122,47.6027
15047,4,7,1720,220,1966-01-01,1970-01-01,98030,47.3736
15048,4,7,1850,0,1962-01-01,1977-01-01,98010,47.3412
15049,5,9,3160,2610,1949-01-01,1970-01-01,98115,47.677
15050,3,7,1140,1140,1900-01-01,1970-01-01,98122,47.6034
15051,3,8,1370,1370,1953-01-01,1970-01-01,98146,47.5062
15052,3,8,2740,1020,2007-01-01,1970-01-01,98038,47.3862
15053,3,7,1140,440,1954-01-01,1970-01-01,98148,47.4294
15054,3,7,1030,570,1941-01-01,1970-01-01,98112,47.6348
15055,5,9,2100,0,1961-01-01,1970-01-01,98040,47.5458
15056,3,8,2610,0,1988-01-01,1970-01-01,98003,47.2721
15057,4,7,920,920,1910-01-01,1970-01-01,98117,47.6808
15058,3,7,1320,0,1952-01-01,1970-01-01,98055,47.4806
15059,4,7,940,600,1947-01-01,1970-01-01,98133,47.749
15060,3,8,1660,860,1959-01-01,1970-01-01,98004,47.6409
15061,4,9,1890,1890,1978-01-01,1970-01-01,98155,47.7603
15062,3,7,1200,0,1959-01-01,1970-01-01,98168,47.5112
15063,4,9,2720,0,1976-01-01,1970-01-01,98006,47.5616
15064,3,9,3100,0,2011-01-01,1970-01-01,98038,47.3696
15065,3,7,1100,530,1968-01-01,1970-01-01,98106,47.5351
15066,3,7,1210,700,1987-01-01,1970-01-01,98198,47.3908
15067,4,7,1580,0,1955-01-01,1970-01-01,98155,47.7598
15068,3,7,1690,0,2003-01-01,1970-01-01,98053,47.6834
15069,4,8,1290,670,1959-01-01,1970-01-01,98004,47.6076
15070,4,8,2800,1500,1979-01-01,1970-01-01,98059,47.4786
15071,3,7,940,900,1907-01-01,2005-01-01,98116,47.58
15072,4,10,2630,850,1979-01-01,1970-01-01,98004,47.6354
15073,3,7,1890,820,1919-01-01,2014-01-01,98115,47.6754
15074,3,7,1340,760,1975-01-01,1970-01-01,98103,47.6695
15075,3,8,1760,0,1954-01-01,1970-01-01,98117,47.6945
15076,3,8,2155,0,1996-01-01,1970-01-01,98031,47.4204
15077,3,7,1520,200,1925-01-01,1970-01-01,98112,47.6197
15078,3,7,1430,0,1924-01-01,1970-01-01,98103,47.6595
15079,4,7,2140,650,1949-01-01,1970-01-01,98002,47.3098
15080,4,7,1180,0,1968-01-01,1970-01-01,98002,47.2857
15081,3,8,1960,490,1933-01-01,1993-01-01,98136,47.5476
15082,3,7,930,400,1954-01-01,1970-01-01,98108,47.5498
15083,3,7,1940,0,1989-01-01,1970-01-01,98023,47.2998
15084,3,7,1280,320,1987-01-01,1970-01-01,98011,47.774
15085,4,8,1610,1600,1989-01-01,1970-01-01,98042,47.3493
15086,3,8,1680,1200,1976-01-01,2007-01-01,98058,47.4332
15087,4,7,1160,0,1950-01-01,1970-01-01,98136,47.5146
15088,3,7,1360,0,1989-01-01,1970-01-01,98115,47.6943
15089,3,7,2014,0,2005-01-01,1970-01-01,98001,47.3371
15090,3,7,1440,0,1985-01-01,1970-01-01,98030,47.3702
15091,3,8,1570,0,1931-01-01,1970-01-01,98136,47.5256
15092,3,8,1800,530,1990-01-01,1970-01-01,98023,47.2946
15093,3,7,1010,870,1976-01-01,1970-01-01,98034,47.7129
15094,4,7,1850,0,1957-01-01,1970-01-01,98008,47.6019
15095,3,8,2230,0,2002-01-01,1970-01-01,98059,47.4877
15096,4,6,990,0,1917-01-01,1970-01-01,98126,47.5677
15097,3,7,1720,0,1925-01-01,1970-01-01,98105,47.666
15098,3,8,3230,0,1986-01-01,1970-01-01,98028,47.7685
15099,3,6,820,360,1944-01-01,1970-01-01,98178,47.4945
15100,3,7,1450,0,1989-01-01,1970-01-01,98074,47.62
15101,3,9,2370,0,2003-01-01,1970-01-01,98004,47.6336
15102,3,7,2570,0,2006-01-01,1970-01-01,98065,47.5389
15103,3,7,1480,390,1972-01-01,1970-01-01,98034,47.7205
15104,3,6,1220,0,1901-01-01,1970-01-01,98103,47.6506
15105,3,8,1770,0,1999-01-01,1970-01-01,98122,47.6102
15106,3,7,1500,0,1943-01-01,1970-01-01,98105,47.6706
15107,4,7,1110,0,1990-01-01,1970-01-01,98002,47.3056
15108,3,11,4980,0,2006-01-01,1970-01-01,98065,47.5348
15109,4,7,1180,1180,1916-01-01,1970-01-01,98133,47.7635
15110,3,7,1600,0,1999-01-01,1970-01-01,98002,47.284
15111,4,8,950,500,1948-01-01,1970-01-01,98118,47.5554
15112,3,8,2680,0,2001-01-01,1970-01-01,98011,47.7557
15113,4,6,1150,0,1970-01-01,1970-01-01,98033,47.6709
15114,3,7,1870,0,1996-01-01,1970-01-01,98003,47.2774
15115,3,8,2860,540,1977-01-01,1970-01-01,98107,47.6728
15116,3,7,1810,0,1966-01-01,1970-01-01,98034,47.7207
15117,4,7,1260,600,1975-01-01,1970-01-01,98058,47.4338
15118,3,10,3790,0,1985-01-01,1970-01-01,98177,47.724
15119,4,8,1210,920,1994-01-01,1970-01-01,98072,47.736
15120,3,8,1980,880,1915-01-01,1970-01-01,98119,47.6463
15121,3,7,2370,0,1997-01-01,1970-01-01,98031,47.3982
15122,3,8,2290,0,1972-01-01,1970-01-01,98005,47.6351
15123,3,6,750,370,1929-01-01,1970-01-01,98126,47.5421
15124,4,7,1810,0,1957-01-01,1970-01-01,98008,47.5888
15125,3,9,3220,0,1991-01-01,1970-01-01,98072,47.7547
15126,4,7,1660,0,1952-01-01,1970-01-01,98155,47.7564
15127,4,7,850,0,1950-01-01,1970-01-01,98155,47.7352
15128,3,9,2665,0,2006-01-01,1970-01-01,98030,47.3831
15129,5,7,1710,870,1917-01-01,1970-01-01,98115,47.6753
15130,3,10,3200,0,1998-01-01,1970-01-01,98059,47.5273
15131,3,5,840,0,1943-01-01,1970-01-01,98178,47.494
15132,3,8,2020,950,1969-01-01,1970-01-01,98125,47.7118
15133,3,6,790,0,1950-01-01,1970-01-01,98011,47.7644
15134,4,8,2140,0,1903-01-01,1979-01-01,98001,47.2668
15135,4,9,2580,0,1951-01-01,1970-01-01,98004,47.6199
15136,4,7,1200,980,1955-01-01,1970-01-01,98133,47.7543
15137,3,7,1060,0,1965-01-01,1970-01-01,98125,47.705
15138,3,8,1860,0,1939-01-01,2006-01-01,98155,47.7522
15139,5,7,960,880,1972-01-01,1970-01-01,98059,47.4837
15140,4,7,1340,0,1968-01-01,1970-01-01,98042,47.364
15141,3,8,2320,0,1973-01-01,1970-01-01,98058,47.4512
15142,4,7,2110,0,1985-01-01,1970-01-01,98030,47.3558
15143,4,7,1840,0,1962-01-01,1970-01-01,98198,47.3668
15144,2,7,1080,0,1955-01-01,1970-01-01,98146,47.4842
15145,3,7,1290,0,1924-01-01,1970-01-01,98112,47.6393
15146,3,7,1540,670,1967-01-01,1970-01-01,98178,47.4911
15147,3,7,1540,670,1967-01-01,1970-01-01,98178,47.4911
15148,3,7,1170,240,1987-01-01,1970-01-01,98065,47.5336
15149,3,9,2760,980,1998-01-01,1970-01-01,98038,47.3832
15150,3,7,1200,1240,1963-01-01,1985-01-01,98032,47.3662
15151,3,8,1840,200,1951-01-01,1970-01-01,98109,47.6334
15152,4,10,2590,1250,1939-01-01,1970-01-01,98199,47.6388
15153,3,7,980,680,1962-01-01,1970-01-01,98168,47.4962
15154,4,9,1640,0,1911-01-01,1970-01-01,98119,47.6505
15155,3,7,1310,0,1972-01-01,1989-01-01,98034,47.7253
15156,3,8,1720,0,1978-01-01,1970-01-01,98032,47.3731
15157,3,8,1720,0,1978-01-01,1970-01-01,98032,47.3731
15158,4,10,2830,1190,1989-01-01,1970-01-01,98004,47.6042
15159,3,7,1750,210,2003-01-01,1970-01-01,98118,47.5419
15160,4,9,3240,0,1978-01-01,1970-01-01,98005,47.6337
15161,4,7,3010,600,1958-01-01,1970-01-01,98006,47.5705
15162,3,7,1000,800,1942-01-01,1970-01-01,98109,47.6305
15163,3,7,980,980,1912-01-01,1970-01-01,98106,47.5688
15164,3,6,1250,0,1965-01-01,1970-01-01,98178,47.4902
15165,3,8,2120,0,2003-01-01,1970-01-01,98133,47.7174
15166,4,12,3860,0,1927-01-01,1970-01-01,98177,47.7469
15167,3,7,1340,0,1995-01-01,1970-01-01,98038,47.3839
15168,3,10,1780,0,2001-01-01,1970-01-01,98045,47.4506
15169,3,9,3030,890,2014-01-01,1970-01-01,98065,47.5202
15170,3,8,1690,0,1984-01-01,1970-01-01,98053,47.6546
15171,3,8,2570,0,1987-01-01,1970-01-01,98058,47.4237
15172,3,7,1870,0,1977-01-01,1970-01-01,98033,47.6999
15173,5,8,2290,570,1956-01-01,1970-01-01,98166,47.4534
15174,3,7,1090,580,1950-01-01,1970-01-01,98119,47.6517
15175,3,8,1070,0,2003-01-01,1970-01-01,98115,47.6761
15176,3,7,940,0,1960-01-01,1970-01-01,98055,47.4312
15177,3,8,2588,0,2008-01-01,1970-01-01,98042,47.3449
15178,3,11,3500,0,2001-01-01,1970-01-01,98059,47.5198
15179,3,7,1690,0,1973-01-01,1970-01-01,98053,47.6745
15180,3,10,2530,1260,1931-01-01,1970-01-01,98112,47.6264
15181,4,7,1090,0,1966-01-01,1970-01-01,98008,47.6219
15182,4,7,1710,530,1950-01-01,1970-01-01,98106,47.5529
15183,3,7,1150,0,1947-01-01,1970-01-01,98199,47.6575
15184,3,7,1120,750,1913-01-01,1970-01-01,98136,47.5371
15185,3,8,2990,0,1997-01-01,1970-01-01,98059,47.4955
15186,3,7,2580,0,2004-01-01,1970-01-01,98056,47.4858
15187,4,7,1470,750,1927-01-01,1970-01-01,98115,47.6854
15188,3,7,1620,0,1987-01-01,1970-01-01,98074,47.6188
15189,3,8,1970,620,1968-01-01,1970-01-01,98029,47.5521
15190,3,8,970,420,1959-01-01,1970-01-01,98155,47.7499
15191,3,7,1410,860,1979-01-01,1970-01-01,98155,47.7722
15192,5,8,1460,1460,1964-01-01,1970-01-01,98008,47.6164
15193,3,8,1040,210,2010-01-01,1970-01-01,98116,47.5826
15194,3,6,960,140,1935-01-01,1970-01-01,98178,47.4963
15195,4,8,1500,0,1976-01-01,1970-01-01,98023,47.3155
15196,3,9,2800,0,2001-01-01,1970-01-01,98011,47.7528
15197,3,10,3420,0,2000-01-01,1970-01-01,98053,47.633
15198,3,6,2100,0,1990-01-01,1970-01-01,98038,47.399
15199,5,7,1090,700,1904-01-01,1970-01-01,98144,47.575
15200,5,7,1090,700,1904-01-01,1970-01-01,98144,47.575
15201,3,8,2220,0,1985-01-01,1970-01-01,98052,47.7148
15202,5,7,1000,1000,1956-01-01,1970-01-01,98109,47.6428
15203,3,8,1770,0,1988-01-01,1970-01-01,98001,47.3196
15204,3,9,3900,380,1947-01-01,2008-01-01,98004,47.6185
15205,4,7,1120,140,1925-01-01,1970-01-01,98117,47.6805
15206,4,7,840,0,1949-01-01,1970-01-01,98117,47.6779
15207,3,8,1830,0,2001-01-01,1970-01-01,98001,47.2601
15208,3,7,970,0,1966-01-01,1970-01-01,98003,47.3284
15209,4,7,1400,340,1946-01-01,1970-01-01,98177,47.7243
15210,3,7,1654,0,1995-01-01,1970-01-01,98038,47.3618
15211,5,8,1580,810,1925-01-01,1970-01-01,98109,47.6339
15212,4,7,1080,0,1984-01-01,1970-01-01,98034,47.7065
15213,4,8,2610,0,1966-01-01,1970-01-01,98004,47.6245
15214,3,7,1070,0,1967-01-01,1970-01-01,98001,47.3377
15215,4,7,1430,0,1949-01-01,1970-01-01,98117,47.6844
15216,4,7,1600,800,1965-01-01,1970-01-01,98178,47.5099
15217,3,5,670,0,2003-01-01,1970-01-01,98059,47.499
15218,3,8,2860,0,1995-01-01,1970-01-01,98019,47.7306
15219,4,8,1420,850,1954-01-01,1970-01-01,98155,47.7573
15220,3,8,2180,0,1997-01-01,1970-01-01,98045,47.4817
15221,4,8,1860,0,1959-01-01,1970-01-01,98144,47.5981
15222,3,11,4100,1940,1996-01-01,1970-01-01,98029,47.5622
15223,3,6,1010,0,1947-01-01,1970-01-01,98155,47.7461
15224,3,8,1710,860,1961-01-01,1970-01-01,98118,47.5483
15225,3,8,1950,0,2004-01-01,1970-01-01,98029,47.5503
15226,4,8,1300,670,1973-01-01,1970-01-01,98033,47.6669
15227,3,9,2110,0,1975-01-01,1970-01-01,98074,47.6386
15228,4,7,1150,500,1928-01-01,1970-01-01,98117,47.6989
15229,4,10,3520,0,1981-01-01,1970-01-01,98072,47.7448
15230,3,11,2840,0,1997-01-01,1970-01-01,98034,47.7049
15231,4,7,750,740,1918-01-01,1970-01-01,98136,47.5496
15232,3,7,1230,420,1985-01-01,1970-01-01,98133,47.7237
15233,3,8,960,1000,1922-01-01,2001-01-01,98116,47.58
15234,4,7,2450,0,1978-01-01,2000-01-01,98042,47.3549
15235,3,8,1060,660,1910-01-01,2000-01-01,98109,47.6384
15236,3,8,1890,90,2009-01-01,1970-01-01,98027,47.5456
15237,3,7,4110,0,1976-01-01,1970-01-01,98033,47.6642
15238,3,7,1990,0,1999-01-01,1970-01-01,98092,47.3191
15239,3,6,860,0,1947-01-01,1970-01-01,98177,47.7042
15240,3,8,2320,0,1994-01-01,1970-01-01,98188,47.4449
15241,3,10,4190,0,1999-01-01,1970-01-01,98006,47.5642
15242,3,7,1080,860,1962-01-01,1970-01-01,98031,47.4139
15243,3,8,1690,830,1908-01-01,1970-01-01,98122,47.6109
15244,5,7,1030,850,1927-01-01,1970-01-01,98115,47.6841
15245,4,10,2910,0,1989-01-01,1970-01-01,98004,47.5845
15246,3,10,3650,1660,2013-01-01,1970-01-01,98004,47.6221
15247,4,7,1640,1030,1966-01-01,1970-01-01,98166,47.4608
15248,5,5,470,0,1924-01-01,1970-01-01,98022,47.2163
15249,4,6,760,300,1943-01-01,1970-01-01,98146,47.5116
15250,5,7,1120,0,1956-01-01,1970-01-01,98007,47.6023
15251,4,7,1330,920,1958-01-01,1970-01-01,98011,47.7633
15252,4,8,1250,820,1976-01-01,1970-01-01,98033,47.6608
15253,4,8,2370,0,1979-01-01,1970-01-01,98052,47.6518
15254,3,11,3570,0,1990-01-01,1970-01-01,98052,47.7173
15255,4,11,4830,0,1990-01-01,1970-01-01,98039,47.6409
15256,4,7,1160,0,1976-01-01,1970-01-01,98028,47.7595
15257,3,7,1610,0,1994-01-01,1970-01-01,98003,47.2827
15258,5,11,3510,640,1909-01-01,1970-01-01,98119,47.6303
15259,4,7,1390,450,1973-01-01,1970-01-01,98034,47.7328
15260,3,10,4080,0,2000-01-01,1970-01-01,98092,47.2604
15261,3,8,1820,0,1937-01-01,1987-01-01,98107,47.6735
15262,5,8,2680,0,1965-01-01,1970-01-01,98001,47.3182
15263,3,12,4790,0,1999-01-01,1970-01-01,98074,47.603
15264,3,8,2420,0,1966-01-01,1970-01-01,98033,47.677
15265,4,7,1130,0,1921-01-01,1970-01-01,98133,47.7064
15266,3,7,1320,0,1928-01-01,1970-01-01,98106,47.5457
15267,3,6,1290,0,1908-01-01,1970-01-01,98070,47.3719
15268,3,8,1600,0,1998-01-01,1970-01-01,98117,47.6957
15269,4,7,820,300,1912-01-01,1970-01-01,98117,47.6797
15270,3,7,1420,640,1940-01-01,1970-01-01,98125,47.7038
15271,3,8,2830,0,1993-01-01,1970-01-01,98019,47.7334
15272,4,7,1210,0,1985-01-01,1970-01-01,98031,47.4097
15273,3,7,1260,300,1988-01-01,1970-01-01,98065,47.5378
15274,3,7,2260,0,1990-01-01,1970-01-01,98155,47.7537
